Transaction ID,Bank,Year,Amount Involved,Fraudulent,Time,Category,Day,Frequency
TXN00121,Karur Vysya Bank Limited,2023-24,8.53,0,12:00-16:00,Small,Weekday,High
TXN00254,The Dhanalakshmi Bank Limited,2021-22,17.56,1,20:00-00:00,Medium,Weekend,High
TXN00114,City Union Bank Limited,2023-24,24.82,0,08:00-12:00,Medium,Weekday,Low
TXN00121,Karur Vysya Bank Limited,2023-24,8.53,0,12:00-16:00,Small,Weekday,Low
TXN00382,IDBI Bank Limited,2022-23,18.617435279619734,1,04:00-08:00,Medium,Weekday,High
TXN00203,Axis Bank Limited,2023-24,4.1,0,16:00-20:00,Small,Weekend,Medium
TXN00461,IDBI Bank Limited,2022-23,27.61,0,08:00-12:00,Medium,Weekend,Low
TXN00068,Karur Vysya Bank Limited,2022-23,7.77,1,20:00-00:00,Small,Weekday,High
TXN00346,Tamilnad Mercantile Bank Limited,2023-24,36.75,1,00:00-04:00,Medium,Weekday,Medium
TXN00338,Karnataka Bank Limited,2022-23,8.44,0,12:00-16:00,Small,Weekday,High
TXN00084,Axis Bank Limited,2021-22,17.59,1,04:00-08:00,Medium,Weekday,Medium
TXN00191,Federal Bank Limited,2021-22,36.81,1,20:00-00:00,Medium,Weekday,High
TXN00355,Kotak Mahindra Bank Limited,2021-22,18.82,0,16:00-20:00,Medium,Weekday,Low
TXN00083,Karnataka Bank Limited,2021-22,23.74,0,12:00-16:00,Medium,Weekend,Medium
TXN00461,IDBI Bank Limited,2022-23,27.61,0,12:00-16:00,Medium,Weekday,Low
TXN00471,IDFC First Bank Limited,2021-22,6.66,0,12:00-16:00,Small,Weekend,Low
TXN00241,Tamilnad Mercantile Bank Limited,2021-22,49.15612680669227,1,04:00-08:00,Medium,Weekend,High
TXN00368,The Dhanalakshmi Bank Limited,2023-24,17.84,1,04:00-08:00,Medium,Weekend,Medium
TXN00052,City Union Bank Limited,2023-24,100.07,1,00:00-04:00,Large,Weekday,Medium
TXN00048,HDFC Bank Limited,2022-23,4.13,0,08:00-12:00,Small,Weekday,Medium
TXN00072,Karur Vysya Bank Limited,2023-24,3.47,0,12:00-16:00,Small,Weekday,Low
TXN00492,Karnataka Bank Limited,2021-22,17.33,1,04:00-08:00,Medium,Weekday,High
TXN00496,Jammu and Kashmir Bank Limited,2023-24,39.76123825392516,1,00:00-04:00,Medium,Weekday,Medium
TXN00089,ICICI Bank Limited,2023-24,15.14,1,04:00-08:00,Medium,Weekday,Medium
TXN00222,Axis Bank Limited,2023-24,3.6,0,12:00-16:00,Small,Weekend,Medium
TXN00121,Karur Vysya Bank Limited,2023-24,8.53,0,12:00-16:00,Small,Weekend,Low
TXN00226,City Union Bank Limited,2022-23,11.104440160585401,1,20:00-00:00,Medium,Weekday,High
TXN00065,Bandhan Bank Limited,2022-23,7.38,0,12:00-16:00,Small,Weekday,High
TXN00466,Karnataka Bank Limited,2021-22,24.11,0,08:00-12:00,Medium,Weekday,Medium
TXN00104,Jammu and Kashmir Bank Limited,2023-24,8.31,0,12:00-16:00,Small,Weekend,Medium
TXN00423,Tamilnad Mercantile Bank Limited,2021-22,16.300006495396598,1,04:00-08:00,Medium,Weekday,High
TXN00035,HDFC Bank Limited,2023-24,46.17,1,20:00-00:00,Medium,Weekday,Medium
TXN00147,Jammu and Kashmir Bank Limited,2021-22,7.4,0,12:00-16:00,Small,Weekday,Low
TXN00134,HDFC Bank Limited,2023-24,5.48,0,12:00-16:00,Small,Weekday,Medium
TXN00279,Jammu and Kashmir Bank Limited,2023-24,5.62,0,16:00-20:00,Small,Weekday,Low
TXN00323,IDFC First Bank Limited,2023-24,13.35944967028698,1,20:00-00:00,Medium,Weekday,High
TXN00297,RBL Bank Limited,2022-23,37.32,0,16:00-20:00,Medium,Weekend,Low
TXN00223,IndusInd Bank Limited,2022-23,7.21615202882327,1,04:00-08:00,Small,Weekday,High
TXN00404,Kotak Mahindra Bank Limited,2023-24,5.24,0,08:00-12:00,Small,Weekday,Low
TXN00022,Jammu and Kashmir Bank Limited,2023-24,10.52,0,16:00-20:00,Medium,Weekday,Medium
TXN00176,City Union Bank Limited,2021-22,31.52,0,16:00-20:00,Medium,Weekday,Low
TXN00451,Karur Vysya Bank Limited,2023-24,45.31,0,12:00-16:00,Medium,Weekend,Low
TXN00051,Kotak Mahindra Bank Limited,2021-22,5.7,1,20:00-00:00,Small,Weekend,Medium
TXN00149,The Dhanalakshmi Bank Limited,2023-24,7.32,0,16:00-20:00,Small,Weekday,Low
TXN00197,The Dhanalakshmi Bank Limited,2021-22,16.36,1,00:00-04:00,Medium,Weekday,High
TXN00351,RBL Bank Limited,2021-22,7.84,1,00:00-04:00,Small,Weekend,High
TXN00457,ICICI Bank Limited,2021-22,1.5378817187376526,1,04:00-08:00,Small,Weekday,Low
TXN00191,Federal Bank Limited,2021-22,38.82954691742756,1,00:00-04:00,Medium,Weekend,High
TXN00365,CSB Bank Limited,2023-24,8.38,0,12:00-16:00,Small,Weekday,Low
TXN00273,ICICI Bank Limited,2021-22,9.277942234783021,1,04:00-08:00,Small,Weekend,High
TXN00471,IDFC First Bank Limited,2021-22,6.66,0,16:00-20:00,Small,Weekend,High
TXN00462,HDFC Bank Limited,2021-22,83.58033299158606,1,04:00-08:00,Large,Weekday,Low
TXN00126,IDFC First Bank Limited,2023-24,8.869151862071938,1,04:00-08:00,Small,Weekday,Medium
TXN00155,Karnataka Bank Limited,2022-23,8.144419179353887,1,20:00-00:00,Small,Weekday,High
TXN00176,City Union Bank Limited,2021-22,31.52,0,16:00-20:00,Medium,Weekday,Medium
TXN00343,Nainital Bank Limited,2023-24,20.347415663916525,1,00:00-04:00,Medium,Weekday,Medium
TXN00394,Nainital Bank Limited,2023-24,2.46,1,20:00-00:00,Small,Weekday,High
TXN00279,Jammu and Kashmir Bank Limited,2023-24,5.62,0,12:00-16:00,Small,Weekday,Low
TXN00421,The Dhanalakshmi Bank Limited,2021-22,45.0,1,04:00-08:00,Medium,Weekend,High
TXN00216,IDBI Bank Limited,2022-23,14.23,1,04:00-08:00,Medium,Weekend,High
TXN00222,Axis Bank Limited,2023-24,3.6,0,16:00-20:00,Small,Weekday,High
TXN00205,Federal Bank Limited,2023-24,20.42,0,08:00-12:00,Medium,Weekend,Medium
TXN00403,DCB Bank Limited,2021-22,19.89,0,08:00-12:00,Medium,Weekend,Low
TXN00348,Bandhan Bank Limited,2022-23,16.72,1,20:00-00:00,Medium,Weekday,High
TXN00279,Jammu and Kashmir Bank Limited,2023-24,5.62,0,08:00-12:00,Small,Weekday,Low
TXN00115,DCB Bank Limited,2023-24,11.919656923548944,1,00:00-04:00,Medium,Weekday,Low
TXN00348,Bandhan Bank Limited,2022-23,17.26794495961574,1,00:00-04:00,Medium,Weekday,Low
TXN00303,City Union Bank Limited,2022-23,24.93,0,16:00-20:00,Medium,Weekend,Low
TXN00402,Karur Vysya Bank Limited,2023-24,5.3,1,00:00-04:00,Small,Weekday,Medium
TXN00424,Axis Bank Limited,2021-22,6.66,0,08:00-12:00,Small,Weekday,Medium
TXN00264,IDBI Bank Limited,2022-23,51.46,0,08:00-12:00,Large,Weekday,Low
TXN00181,RBL Bank Limited,2021-22,22.527981676452455,1,00:00-04:00,Medium,Weekday,Medium
TXN00206,Nainital Bank Limited,2023-24,68.76,1,00:00-04:00,Large,Weekday,High
TXN00024,RBL Bank Limited,2021-22,16.01559227644137,1,00:00-04:00,Medium,Weekday,Medium
TXN00104,Jammu and Kashmir Bank Limited,2023-24,8.31,0,12:00-16:00,Small,Weekend,Medium
TXN00222,Axis Bank Limited,2023-24,3.6,0,12:00-16:00,Small,Weekday,Low
TXN00146,Federal Bank Limited,2022-23,7.97,1,00:00-04:00,Small,Weekday,Low
TXN00267,CSB Bank Limited,2021-22,12.930722075973478,1,04:00-08:00,Medium,Weekday,High
TXN00083,Karnataka Bank Limited,2021-22,23.74,0,12:00-16:00,Medium,Weekday,High
TXN00002,The Dhanalakshmi Bank Limited,2023-24,19.78,0,16:00-20:00,Medium,Weekday,Low
TXN00293,Nainital Bank Limited,2022-23,51.32,0,08:00-12:00,Large,Weekday,Low
TXN00361,Jammu and Kashmir Bank Limited,2021-22,9.12,0,08:00-12:00,Small,Weekday,High
TXN00319,Karur Vysya Bank Limited,2021-22,11.963588350329735,1,04:00-08:00,Medium,Weekday,Medium
TXN00383,Jammu and Kashmir Bank Limited,2022-23,27.78,1,20:00-00:00,Medium,Weekday,High
TXN00455,City Union Bank Limited,2022-23,24.37417870845405,1,20:00-00:00,Medium,Weekday,High
TXN00227,HDFC Bank Limited,2022-23,7.81,1,00:00-04:00,Small,Weekday,High
TXN00432,The Dhanalakshmi Bank Limited,2023-24,25.02461435519425,1,00:00-04:00,Medium,Weekday,High
TXN00316,IDFC First Bank Limited,2023-24,17.246390642724343,1,04:00-08:00,Medium,Weekday,High
TXN00489,RBL Bank Limited,2021-22,7.53,0,12:00-16:00,Small,Weekend,Low
TXN00374,Karnataka Bank Limited,2022-23,8.65,1,00:00-04:00,Small,Weekday,Medium
TXN00276,RBL Bank Limited,2022-23,22.38,0,16:00-20:00,Medium,Weekend,High
TXN00310,Axis Bank Limited,2023-24,7.02,1,20:00-00:00,Small,Weekday,High
TXN00230,The Dhanalakshmi Bank Limited,2022-23,2.1,0,12:00-16:00,Small,Weekend,Low
TXN00203,Axis Bank Limited,2023-24,4.1,0,16:00-20:00,Small,Weekday,Low
TXN00077,South Indian Bank Limited,2021-22,14.04,1,04:00-08:00,Medium,Weekday,Medium
TXN00249,RBL Bank Limited,2023-24,4.48,0,16:00-20:00,Small,Weekday,Low
TXN00033,DCB Bank Limited,2022-23,14.95,0,08:00-12:00,Medium,Weekend,Low
TXN00287,Bandhan Bank Limited,2021-22,14.39,0,08:00-12:00,Medium,Weekday,Medium
TXN00354,Federal Bank Limited,2023-24,28.753453505782854,1,04:00-08:00,Medium,Weekday,High
TXN00276,RBL Bank Limited,2022-23,22.38,0,16:00-20:00,Medium,Weekday,Medium
TXN00222,Axis Bank Limited,2023-24,3.6,0,12:00-16:00,Small,Weekday,Low
TXN00461,IDBI Bank Limited,2022-23,27.61,0,08:00-12:00,Medium,Weekday,Low
TXN00221,ICICI Bank Limited,2023-24,31.69,0,08:00-12:00,Medium,Weekend,Low
TXN00041,Karur Vysya Bank Limited,2023-24,17.110311477943263,1,04:00-08:00,Medium,Weekday,High
TXN00486,City Union Bank Limited,2021-22,5.61,1,20:00-00:00,Small,Weekday,Low
TXN00167,Kotak Mahindra Bank Limited,2021-22,10.57,0,08:00-12:00,Medium,Weekday,Low
TXN00176,City Union Bank Limited,2021-22,31.52,0,08:00-12:00,Medium,Weekday,Medium
TXN00085,HDFC Bank Limited,2022-23,11.667235747746064,1,20:00-00:00,Medium,Weekday,High
TXN00236,DCB Bank Limited,2023-24,7.33009804202572,1,00:00-04:00,Small,Weekend,High
TXN00404,Kotak Mahindra Bank Limited,2023-24,5.24,0,12:00-16:00,Small,Weekday,High
TXN00188,Bandhan Bank Limited,2021-22,18.380198042616303,1,20:00-00:00,Medium,Weekday,Medium
TXN00445,ICICI Bank Limited,2021-22,43.62,0,16:00-20:00,Medium,Weekday,Low
TXN00489,RBL Bank Limited,2021-22,7.53,0,12:00-16:00,Small,Weekend,Low
TXN00451,Karur Vysya Bank Limited,2023-24,45.31,0,08:00-12:00,Medium,Weekend,Medium
TXN00357,DCB Bank Limited,2023-24,21.105600954207446,1,04:00-08:00,Medium,Weekday,High
TXN00310,Axis Bank Limited,2023-24,6.642318116345747,1,04:00-08:00,Small,Weekday,High
TXN00325,RBL Bank Limited,2022-23,19.191524708785792,1,04:00-08:00,Medium,Weekday,High
TXN00054,RBL Bank Limited,2022-23,13.97958817253005,1,20:00-00:00,Medium,Weekday,Medium
TXN00451,Karur Vysya Bank Limited,2023-24,45.31,0,12:00-16:00,Medium,Weekday,Low
TXN00476,City Union Bank Limited,2021-22,5.04,0,12:00-16:00,Small,Weekday,Low
TXN00305,DCB Bank Limited,2022-23,28.21,1,04:00-08:00,Medium,Weekend,High
TXN00470,CSB Bank Limited,2021-22,10.967735181586725,1,04:00-08:00,Medium,Weekday,Medium
TXN00428,Nainital Bank Limited,2022-23,18.76485450037626,1,04:00-08:00,Medium,Weekend,High
TXN00278,Nainital Bank Limited,2021-22,17.12,1,20:00-00:00,Medium,Weekday,High
TXN00351,RBL Bank Limited,2021-22,8.32527573163902,1,00:00-04:00,Small,Weekday,High
TXN00237,DCB Bank Limited,2022-23,4.642574430155208,1,04:00-08:00,Small,Weekday,High
TXN00484,RBL Bank Limited,2022-23,10.18,1,20:00-00:00,Medium,Weekday,High
TXN00184,DCB Bank Limited,2022-23,9.14,0,12:00-16:00,Small,Weekend,Low
TXN00404,Kotak Mahindra Bank Limited,2023-24,5.24,0,16:00-20:00,Small,Weekday,High
TXN00419,CSB Bank Limited,2023-24,20.31,1,00:00-04:00,Medium,Weekend,Medium
TXN00113,Axis Bank Limited,2023-24,15.08,0,08:00-12:00,Medium,Weekday,Low
TXN00355,Kotak Mahindra Bank Limited,2021-22,18.82,0,12:00-16:00,Medium,Weekday,Medium
TXN00412,Yes Bank Limited,2021-22,16.94026116553052,1,00:00-04:00,Medium,Weekend,High
TXN00306,RBL Bank Limited,2023-24,8.424402420733186,1,04:00-08:00,Small,Weekend,Medium
TXN00301,Yes Bank Limited,2023-24,21.3,0,16:00-20:00,Medium,Weekday,Low
TXN00173,Jammu and Kashmir Bank Limited,2022-23,8.812536593313466,1,04:00-08:00,Small,Weekday,Low
TXN00081,IDBI Bank Limited,2022-23,19.06,1,04:00-08:00,Medium,Weekday,High
TXN00104,Jammu and Kashmir Bank Limited,2023-24,8.31,0,08:00-12:00,Small,Weekday,Low
TXN00302,Federal Bank Limited,2022-23,16.69,1,20:00-00:00,Medium,Weekday,High
TXN00058,CSB Bank Limited,2023-24,13.43,1,20:00-00:00,Medium,Weekday,Medium
TXN00232,Bandhan Bank Limited,2022-23,8.15,1,20:00-00:00,Small,Weekday,High
TXN00203,Axis Bank Limited,2023-24,4.1,0,12:00-16:00,Small,Weekend,Low
TXN00354,Federal Bank Limited,2023-24,32.8859324049056,1,20:00-00:00,Medium,Weekend,Medium
TXN00384,Yes Bank Limited,2023-24,14.75,1,04:00-08:00,Medium,Weekday,High
TXN00461,IDBI Bank Limited,2022-23,27.61,0,16:00-20:00,Medium,Weekend,Low
TXN00397,City Union Bank Limited,2023-24,24.881925645494785,1,04:00-08:00,Medium,Weekend,High
TXN00461,IDBI Bank Limited,2022-23,27.61,0,08:00-12:00,Medium,Weekday,High
TXN00403,DCB Bank Limited,2021-22,19.89,0,08:00-12:00,Medium,Weekday,Low
TXN00338,Karnataka Bank Limited,2022-23,8.44,0,12:00-16:00,Small,Weekend,Medium
TXN00113,Axis Bank Limited,2023-24,15.08,0,08:00-12:00,Medium,Weekend,Medium
TXN00135,Karnataka Bank Limited,2023-24,26.77,0,12:00-16:00,Medium,Weekday,Low
TXN00427,CSB Bank Limited,2023-24,15.75,0,16:00-20:00,Medium,Weekday,Medium
TXN00491,Nainital Bank Limited,2021-22,3.41,1,00:00-04:00,Small,Weekday,Medium
TXN00033,DCB Bank Limited,2022-23,14.95,0,08:00-12:00,Medium,Weekend,Low
TXN00222,Axis Bank Limited,2023-24,3.6,0,12:00-16:00,Small,Weekday,Low
TXN00449,Karnataka Bank Limited,2022-23,7.391214066003718,1,00:00-04:00,Small,Weekday,High
TXN00404,Kotak Mahindra Bank Limited,2023-24,5.24,0,08:00-12:00,Small,Weekend,High
TXN00234,Nainital Bank Limited,2022-23,21.47,0,12:00-16:00,Medium,Weekday,Low
TXN00476,City Union Bank Limited,2021-22,5.04,0,08:00-12:00,Small,Weekday,Low
TXN00078,Kotak Mahindra Bank Limited,2021-22,3.929067105081422,1,04:00-08:00,Small,Weekday,Medium
TXN00456,RBL Bank Limited,2022-23,9.39,1,20:00-00:00,Small,Weekend,High
TXN00065,Bandhan Bank Limited,2022-23,7.38,0,08:00-12:00,Small,Weekday,Low
TXN00400,Tamilnad Mercantile Bank Limited,2021-22,10.937917708670792,1,00:00-04:00,Medium,Weekday,High
TXN00225,IDFC First Bank Limited,2021-22,42.62,1,04:00-08:00,Medium,Weekend,High
TXN00111,ICICI Bank Limited,2022-23,27.81,0,16:00-20:00,Medium,Weekday,Low
TXN00378,RBL Bank Limited,2022-23,9.534437519009076,1,04:00-08:00,Small,Weekday,High
TXN00451,Karur Vysya Bank Limited,2023-24,45.31,0,16:00-20:00,Medium,Weekday,Low
TXN00413,HDFC Bank Limited,2022-23,79.70120452137849,1,00:00-04:00,Large,Weekday,High
TXN00053,Karur Vysya Bank Limited,2023-24,18.157677638507003,1,20:00-00:00,Medium,Weekday,High
TXN00301,Yes Bank Limited,2023-24,21.3,0,16:00-20:00,Medium,Weekday,Low
TXN00110,Jammu and Kashmir Bank Limited,2021-22,14.297118588086319,1,20:00-00:00,Medium,Weekday,High
TXN00230,The Dhanalakshmi Bank Limited,2022-23,2.1,0,16:00-20:00,Small,Weekday,Medium
TXN00168,IDBI Bank Limited,2023-24,6.43,1,00:00-04:00,Small,Weekday,Low
TXN00083,Karnataka Bank Limited,2021-22,23.74,0,08:00-12:00,Medium,Weekend,Medium
TXN00004,IndusInd Bank Limited,2022-23,49.59,1,04:00-08:00,Medium,Weekday,High
TXN00065,Bandhan Bank Limited,2022-23,7.38,0,16:00-20:00,Small,Weekend,Low
TXN00424,Axis Bank Limited,2021-22,6.66,0,16:00-20:00,Small,Weekday,Low
TXN00040,CSB Bank Limited,2021-22,12.44,0,08:00-12:00,Medium,Weekend,Low
TXN00391,Karnataka Bank Limited,2023-24,21.89,1,04:00-08:00,Medium,Weekday,Low
TXN00147,Jammu and Kashmir Bank Limited,2021-22,7.4,0,12:00-16:00,Small,Weekend,Medium
TXN00360,Yes Bank Limited,2023-24,3.03,0,12:00-16:00,Small,Weekday,Low
TXN00380,DCB Bank Limited,2023-24,58.02047234523503,1,04:00-08:00,Large,Weekend,Low
TXN00309,City Union Bank Limited,2021-22,64.08,1,20:00-00:00,Large,Weekday,High
TXN00432,The Dhanalakshmi Bank Limited,2023-24,26.34,1,20:00-00:00,Medium,Weekend,High
TXN00068,Karur Vysya Bank Limited,2022-23,8.095425763464283,1,00:00-04:00,Small,Weekend,High
TXN00469,Yes Bank Limited,2021-22,13.24,0,08:00-12:00,Medium,Weekend,Medium
TXN00081,IDBI Bank Limited,2022-23,19.15474029658072,1,20:00-00:00,Medium,Weekday,High
TXN00317,City Union Bank Limited,2021-22,18.51,1,04:00-08:00,Medium,Weekday,High
TXN00215,The Dhanalakshmi Bank Limited,2023-24,8.52,1,00:00-04:00,Small,Weekday,Low
TXN00125,Kotak Mahindra Bank Limited,2023-24,8.400964086532271,1,00:00-04:00,Small,Weekday,Medium
TXN00283,Federal Bank Limited,2022-23,40.56,1,00:00-04:00,Medium,Weekday,High
TXN00408,DCB Bank Limited,2022-23,13.837802721148664,1,20:00-00:00,Medium,Weekend,High
TXN00382,IDBI Bank Limited,2022-23,15.780495392106111,1,00:00-04:00,Medium,Weekday,High
TXN00209,CSB Bank Limited,2023-24,14.107499855723399,1,00:00-04:00,Medium,Weekend,Medium
TXN00420,Bandhan Bank Limited,2022-23,4.778373506936018,1,04:00-08:00,Small,Weekend,High
TXN00072,Karur Vysya Bank Limited,2023-24,3.47,0,08:00-12:00,Small,Weekday,Low
TXN00466,Karnataka Bank Limited,2021-22,24.11,0,16:00-20:00,Medium,Weekday,Low
TXN00443,Axis Bank Limited,2021-22,5.516813203547886,1,20:00-00:00,Small,Weekday,High
TXN00440,DCB Bank Limited,2022-23,14.30142617692829,1,04:00-08:00,Medium,Weekday,High
TXN00478,CSB Bank Limited,2021-22,37.1,1,20:00-00:00,Medium,Weekend,Low
TXN00319,Karur Vysya Bank Limited,2021-22,11.95,1,04:00-08:00,Medium,Weekend,High
TXN00471,IDFC First Bank Limited,2021-22,6.66,0,12:00-16:00,Small,Weekday,Low
TXN00276,RBL Bank Limited,2022-23,22.38,0,08:00-12:00,Medium,Weekday,Low
TXN00065,Bandhan Bank Limited,2022-23,7.38,0,16:00-20:00,Small,Weekday,Low
TXN00290,Kotak Mahindra Bank Limited,2022-23,7.06,1,20:00-00:00,Small,Weekend,High
TXN00475,RBL Bank Limited,2023-24,5.52,1,20:00-00:00,Small,Weekday,High
TXN00008,Tamilnad Mercantile Bank Limited,2022-23,11.28,0,08:00-12:00,Medium,Weekday,Low
TXN00424,Axis Bank Limited,2021-22,6.66,0,16:00-20:00,Small,Weekend,Medium
TXN00483,Jammu and Kashmir Bank Limited,2023-24,5.397225381457446,1,00:00-04:00,Small,Weekday,Medium
TXN00359,ICICI Bank Limited,2022-23,30.54,1,20:00-00:00,Medium,Weekday,High
TXN00305,DCB Bank Limited,2022-23,29.482468189800557,1,20:00-00:00,Medium,Weekday,High
TXN00437,Axis Bank Limited,2021-22,9.6,1,04:00-08:00,Small,Weekend,High
TXN00234,Nainital Bank Limited,2022-23,21.47,0,08:00-12:00,Medium,Weekend,Low
TXN00490,The Dhanalakshmi Bank Limited,2021-22,15.73,1,04:00-08:00,Medium,Weekend,Medium
TXN00360,Yes Bank Limited,2023-24,3.03,0,16:00-20:00,Small,Weekday,Medium
TXN00420,Bandhan Bank Limited,2022-23,4.569945352147309,1,00:00-04:00,Small,Weekday,High
TXN00115,DCB Bank Limited,2023-24,13.946170661536737,1,04:00-08:00,Medium,Weekend,Medium
TXN00133,DCB Bank Limited,2021-22,41.48557450156246,1,20:00-00:00,Medium,Weekend,High
TXN00403,DCB Bank Limited,2021-22,19.89,0,12:00-16:00,Medium,Weekend,High
TXN00468,CSB Bank Limited,2023-24,15.26,1,00:00-04:00,Medium,Weekday,High
TXN00121,Karur Vysya Bank Limited,2023-24,8.53,0,08:00-12:00,Small,Weekday,Low
TXN00145,Yes Bank Limited,2023-24,6.731803505270631,1,20:00-00:00,Small,Weekday,High
TXN00360,Yes Bank Limited,2023-24,3.03,0,08:00-12:00,Small,Weekend,Low
TXN00395,HDFC Bank Limited,2022-23,24.57440493805803,1,04:00-08:00,Medium,Weekday,Medium
TXN00312,Yes Bank Limited,2021-22,14.425666244411273,1,04:00-08:00,Medium,Weekday,High
TXN00234,Nainital Bank Limited,2022-23,21.47,0,12:00-16:00,Medium,Weekday,Low
TXN00445,ICICI Bank Limited,2021-22,43.62,0,16:00-20:00,Medium,Weekday,Low
TXN00147,Jammu and Kashmir Bank Limited,2021-22,7.4,0,12:00-16:00,Small,Weekday,Low
TXN00048,HDFC Bank Limited,2022-23,4.13,0,12:00-16:00,Small,Weekend,Medium
TXN00213,The Dhanalakshmi Bank Limited,2022-23,19.81,1,04:00-08:00,Medium,Weekend,Medium
TXN00121,Karur Vysya Bank Limited,2023-24,8.53,0,16:00-20:00,Small,Weekday,High
TXN00313,Axis Bank Limited,2021-22,7.23,0,12:00-16:00,Small,Weekday,Low
TXN00199,Federal Bank Limited,2022-23,12.47,1,04:00-08:00,Medium,Weekday,Medium
TXN00340,Axis Bank Limited,2023-24,11.81,1,20:00-00:00,Medium,Weekday,High
TXN00046,The Dhanalakshmi Bank Limited,2022-23,3.610796013457779,1,04:00-08:00,Small,Weekday,High
TXN00116,Kotak Mahindra Bank Limited,2022-23,28.57,0,12:00-16:00,Medium,Weekend,Low
TXN00482,DCB Bank Limited,2023-24,25.86,0,08:00-12:00,Medium,Weekend,Low
TXN00147,Jammu and Kashmir Bank Limited,2021-22,7.4,0,08:00-12:00,Small,Weekend,Medium
TXN00374,Karnataka Bank Limited,2022-23,9.09526358085826,1,04:00-08:00,Small,Weekend,Medium
TXN00318,ICICI Bank Limited,2023-24,7.7,1,20:00-00:00,Small,Weekday,High
TXN00022,Jammu and Kashmir Bank Limited,2023-24,10.52,0,12:00-16:00,Medium,Weekday,Low
TXN00287,Bandhan Bank Limited,2021-22,14.39,0,16:00-20:00,Medium,Weekday,Low
TXN00234,Nainital Bank Limited,2022-23,21.47,0,08:00-12:00,Medium,Weekday,Medium
TXN00426,Karnataka Bank Limited,2022-23,15.85,1,20:00-00:00,Medium,Weekday,Low
TXN00293,Nainital Bank Limited,2022-23,51.32,0,08:00-12:00,Large,Weekday,Low
TXN00232,Bandhan Bank Limited,2022-23,8.317323300209278,1,00:00-04:00,Small,Weekday,High
TXN00477,Nainital Bank Limited,2023-24,12.809929141869112,1,04:00-08:00,Medium,Weekday,High
TXN00439,IndusInd Bank Limited,2022-23,10.067262162569914,1,20:00-00:00,Medium,Weekday,High
TXN00190,Jammu and Kashmir Bank Limited,2021-22,32.51425318446981,1,00:00-04:00,Medium,Weekday,Low
TXN00386,Axis Bank Limited,2023-24,10.41,1,04:00-08:00,Medium,Weekday,High
TXN00292,DCB Bank Limited,2021-22,9.105926092255817,1,20:00-00:00,Small,Weekday,High
TXN00276,RBL Bank Limited,2022-23,22.38,0,16:00-20:00,Medium,Weekday,Low
TXN00424,Axis Bank Limited,2021-22,6.66,0,12:00-16:00,Small,Weekday,Low
TXN00424,Axis Bank Limited,2021-22,6.66,0,12:00-16:00,Small,Weekday,Low
TXN00018,Federal Bank Limited,2023-24,3.1,1,20:00-00:00,Small,Weekday,Medium
TXN00235,Jammu and Kashmir Bank Limited,2021-22,15.915789037045423,1,04:00-08:00,Medium,Weekday,High
TXN00250,ICICI Bank Limited,2022-23,38.52212973408509,1,00:00-04:00,Medium,Weekday,Medium
TXN00164,Tamilnad Mercantile Bank Limited,2023-24,15.92,0,16:00-20:00,Medium,Weekday,Low
TXN00040,CSB Bank Limited,2021-22,12.44,0,08:00-12:00,Medium,Weekend,Medium
TXN00180,RBL Bank Limited,2021-22,25.393292421980387,1,04:00-08:00,Medium,Weekday,Low
TXN00272,The Dhanalakshmi Bank Limited,2021-22,2.6110058508222442,1,20:00-00:00,Small,Weekend,Medium
TXN00116,Kotak Mahindra Bank Limited,2022-23,28.57,0,08:00-12:00,Medium,Weekend,Low
TXN00233,Axis Bank Limited,2021-22,5.38,1,00:00-04:00,Small,Weekday,High
TXN00149,The Dhanalakshmi Bank Limited,2023-24,7.32,0,16:00-20:00,Small,Weekday,Low
TXN00482,DCB Bank Limited,2023-24,25.86,0,08:00-12:00,Medium,Weekday,High
TXN00176,City Union Bank Limited,2021-22,31.52,0,08:00-12:00,Medium,Weekday,Low
TXN00303,City Union Bank Limited,2022-23,24.93,0,16:00-20:00,Medium,Weekday,Medium
TXN00257,City Union Bank Limited,2021-22,19.525334163994533,1,00:00-04:00,Medium,Weekday,Low
TXN00389,Nainital Bank Limited,2023-24,23.729646511843036,1,20:00-00:00,Medium,Weekday,High
TXN00113,Axis Bank Limited,2023-24,15.08,0,08:00-12:00,Medium,Weekend,Low
TXN00203,Axis Bank Limited,2023-24,4.1,0,16:00-20:00,Small,Weekday,Low
TXN00338,Karnataka Bank Limited,2022-23,8.44,0,16:00-20:00,Small,Weekday,Low
TXN00480,RBL Bank Limited,2021-22,3.3442325404284388,1,20:00-00:00,Small,Weekday,Medium
TXN00050,ICICI Bank Limited,2021-22,28.3,1,20:00-00:00,Medium,Weekend,High
TXN00320,South Indian Bank Limited,2021-22,67.61,1,20:00-00:00,Large,Weekend,Medium
TXN00493,Tamilnad Mercantile Bank Limited,2021-22,11.99,0,08:00-12:00,Medium,Weekend,Low
TXN00119,Axis Bank Limited,2021-22,76.64,1,04:00-08:00,Large,Weekday,Medium
TXN00424,Axis Bank Limited,2021-22,6.66,0,12:00-16:00,Small,Weekday,Low
TXN00083,Karnataka Bank Limited,2021-22,23.74,0,08:00-12:00,Medium,Weekday,Low
TXN00365,CSB Bank Limited,2023-24,8.38,0,08:00-12:00,Small,Weekday,Low
TXN00127,Karnataka Bank Limited,2023-24,4.16,1,00:00-04:00,Small,Weekday,High
